loda_id;loda_dia;loda_mes;loda_cidade;loda_uf;loda_latitude;loda_longitude
1385;1;10;Assis;SP;-22.6724294;-50.4157582
1386;1;10;Vitória do Mearim;MA;-3.4696143;-44.8735861
1387;1;10;Baixa Grande do Ribeiro;PI;-7.8622792;-45.2135338
1388;1;10;Carmo;RJ;-21.9363391;-42.6079557
1389;1;10;Benedito Leite;MA;-6.9057691;-44.4491861
1390;1;10;Fortaleza dos Nogueiras;MA;-6.9638987;-46.1673114
1391;2;10;Óbidos;PA;-1.9058214;-55.5117437
1392;2;10;Vila Boa;GO;-15.0319845;-47.0522406
1393;2;10;São Bernardo do Campo;SP;-23.7156146;-46.540328
1394;2;10;Muzambinho;MG;-21.3776341;-46.5267949
1395;2;10;Bonito;MS;-21.1237293;-56.4944942
1396;2;10;Campo Grande;MS;-20.4354766;-54.6218317
1397;2;10;Salvador;BA;-13.0022411;-38.4791275
1398;2;10;Canhotinho;PE;-8.877546;-36.1937433
1399;2;10;Ananindeua;PA;-1.386205;-48.3704613
1400;2;10;Bragança;PA;-1.0595871;-46.7640401
1401;2;10;Catalão;GO;-18.1694409;-47.9604362
1402;2;10;Minas Novas;MG;-17.2170163;-42.5901384
1403;2;10;Alenquer;PA;-1.9438686;-54.7306224
1404;3;10;Brasil Novo;PA;-3.3066606;-52.5361232
1405;3;10;Estrela;RS;-29.4897826;-51.9628102
1406;3;10;Teutônia;RS;-29.4880088;-51.8065886
1407;3;10;Ibirubá;RS;-28.6263197;-53.073299
1408;3;10;Osasco;SP;-23.5405703;-46.811313
1409;3;10;Schroeder;SC;-26.3831444;-49.0797027
1410;3;10;São Francisco de Assis;RS;-29.5516172;-55.1186205
1411;3;10;Santo Ângelo;RS;-28.3010382;-54.2613901
1412;3;10;Rio Verde de Mato Grosso;MS;-18.9290971;-54.8535308
1413;3;10;Duque de Caxias;RJ;-22.6833861;-43.2487516
1414;3;10;Barra Mansa;RJ;-22.5355373;-44.1857901
1415;3;10;Bragança;PA;-1.0600103;-46.7624408
1416;3;10;Vassouras;RJ;-22.407333;-43.6740684
1417;3;10;Novo Hamburgo;RS;-29.7004143;-51.1347185
1418;3;10;Marilândia do Sul;PR;-23.7336632;-51.3085134
1419;3;10;Rio Pardo;RS;-29.9752242;-52.3678937
1420;3;10;Marabá;PA;-5.3478088;-49.1333492
1421;3;10;Santa Rosa;RS;-27.8698985;-54.4262729
1422;3;10;Aracruz;ES;-19.8134422;-40.2701978
1423;3;10;Imbituba;SC;-28.2380354;-48.6696236
1424;3;10;Biguaçu;SC;-27.486624;-48.6494285
1425;3;10;Porto Alegre;RS;-29.9977843;-51.1254442
1426;3;10;Alto Boa Vista;MT;-11.6731548;-51.3781618
1427;3;10;Formosa;GO;-15.5431248;-47.3440778
1428;3;10;Moju;PA;-1.890975;-48.7645082
1429;3;10;Barretos;SP;-20.5322689;-48.5696179
1430;3;10;Imbé;RS;-29.9003386;-50.0899021
1431;3;10;Terra Santa;PA;-2.1099926;-56.4962874
1432;3;10;Mara Rosa;GO;-14.0336436;-49.1897714
1433;3;10;Viamão;RS;-30.0762372;-51.1062209
1434;3;10;Brejo Grande do Araguaia;PA;-5.7068708;-48.4063188
1435;3;10;Novo Oriente de Minas;MG;-17.4178643;-41.2197886
1436;4;10;Pedra Preta;RN;-5.5794678;-36.1040488
1437;4;10;Bodocó;PE;-7.7799037;-39.9436131
1438;4;10;Belo Jardim;PE;-8.3347179;-36.4227069
1439;4;10;Jurema;PE;-8.7213838;-36.1372429
1440;4;10;Agrestina;PE;-8.4500154;-35.951902
1441;4;10;Jaboatão dos Guararapes;PE;-8.1549804;-34.9182753
1442;4;10;Barreiras do Piauí;PI;-9.9211025;-45.4776117
1443;4;10;Rio Preto da Eva;AM;-2.7000011;-59.6968621
1444;4;10;Recife;PE;-8.1570759;-34.9160446
1445;4;10;Olinda;PE;-7.9833312;-34.8589262
1446;4;10;Frutal;MG;-20.0165652;-48.9332542
1447;4;10;Brejo da Madre de Deus;PE;-8.1494407;-36.3686132
1448;4;10;Paulo Afonso;BA;-9.4459229;-38.220509
1449;4;10;Cristinápolis;SE;-11.4753446;-37.7539978
1450;4;10;São José do Egito;PE;-7.478595;-37.2745534
1451;4;10;Niterói;RJ;-22.8847309;-43.0872004
1452;4;10;São Gonçalo;RJ;-22.8167393;-43.0400731
1453;4;10;Açailândia;MA;-4.9452935;-47.4786992
1454;4;10;Orobó;PE;-7.749501;-35.604198
1455;4;10;João Pessoa;PB;-7.1461284;-34.8852726
1456;4;10;Rio Branco;AC;-9.9869975;-67.8240805
1457;4;10;Sumaré;SP;-22.8088687;-47.234039
1458;4;10;Goiânia;GO;-16.6436321;-49.3210859
1459;4;10;Natal;RN;-5.7702313;-35.2007526
1460;4;10;Fortaleza;CE;-3.8343842;-38.5904963
1461;4;10;Lagoa dos Gatos;PE;-8.6253138;-35.8404068
1462;4;10;Monte Alegre;PA;-2.0034818;-54.0732777
1463;4;10;Santa Maria do Herval;RS;-29.4691307;-51.0004183
1464;4;10;Gravatá;PE;-8.2090934;-35.5939418
1465;4;10;São Félix do Coribe;BA;-13.4067642;-44.1971664
1466;4;10;Toritama;PE;-8.0096051;-36.0572824
1467;4;10;Ingá;PB;-7.2892342;-35.6085612
1468;4;10;Esperantina;PI;-3.894389;-42.2374841
1469;5;10;São Luís;MA;-2.5496529;-44.3286566
1470;5;10;Itamaraju;BA;-17.045076;-39.5330478
1471;5;10;Guarapuava;PR;-25.4078112;-51.46613
1472;5;10;Blumenau;SC;-26.8698039;-49.0903143
1473;5;10;Terra Santa;PA;-2.0984949;-56.485298
1474;5;10;Porto Velho;RO;-8.7794364;-63.8318927
1475;5;10;São Paulo;SP;-23.7394379;-46.6639814
1476;5;10;Florianópolis;SC;-27.4461561;-48.3798454
1477;5;10;Campo Grande;MS;-20.4342841;-54.5819208
1478;5;10;Macapá;AP;0.0186041;-51.0850072
1479;5;10;Sorocaba;SP;-23.4925045;-47.4791027
1480;5;10;Araguaína;TO;-7.1996713;-48.2159746
1481;5;10;Naviraí;MS;-23.0446481;-54.2048379
1482;6;10;Porto Alegre;RS;-30.1014597;-51.1217109
1483;6;10;Goiânia;GO;-16.7261286;-49.3048683
1484;6;10;Santa Maria da Vitória;BA;-13.3866854;-44.1964866
1485;6;10;Sertânia;PE;-8.0759982;-37.2684329
1486;6;10;Santarém;PA;-2.4356963;-54.6936358
1487;6;10;Campo Grande;MS;-20.5356834;-54.6510512
1488;6;10;Nova Lima;MG;-20.0526593;-43.913776
1489;6;10;Cáceres;MT;-16.0689346;-57.6844383
1490;7;10;Firminópolis;GO;-16.5847093;-50.3081557
1491;7;10;Itaporã;MS;-21.9768564;-54.6756066
1492;7;10;Fortaleza;CE;-3.8112268;-38.5440392
1493;7;10;São Paulo;SP;-23.5421767;-46.5520376
1494;7;10;Rio Grande do Piauí;PI;-7.7766181;-43.144347
1495;7;10;Itaiçaba;CE;-4.6802001;-37.8249667
1496;7;10;Aparecida de Goiânia;GO;-16.7923203;-49.3333691
1497;7;10;São João da Fronteira;PI;-3.9421299;-41.2586616
1498;7;10;São Benedito (Santa Luzia);MG;-19.7671085;-43.9438791
1499;7;10;Belo Horizonte;MG;-19.7926391;-43.9752941
1500;8;10;Brusque;SC;-27.0539437;-48.8702474
1501;8;10;Porto Velho;RO;-8.78173;-63.8313683
1502;8;10;Tupãssi;PR;-24.5904468;-53.508839
1503;8;10;Jaboatão dos Guararapes;PE;-8.1416669;-34.9371107
1504;8;10;Coronel Fabriciano;MG;-19.5166945;-42.6243619
1505;8;10;Porto Alegre;RS;-29.9920243;-51.1384775
1506;8;10;Cataguases;MG;-21.4000596;-42.6924336
1507;8;10;Goiânia;GO;-16.5863513;-49.3199585
1508;8;10;Loreto;MA;-7.0847819;-45.1506729
1509;8;10;Porto Franco;MA;-6.3384879;-47.3949796
1510;8;10;Belém;PA;-1.3058814;-48.4855915
1511;8;10;Aragarças;GO;-15.9086257;-52.2404128
1512;8;10;Ananindeua;PA;-1.3459751;-48.4150561
1513;9;10;Portão;RS;-29.6928985;-51.234411
1514;9;10;Porto Velho;RO;-8.7579009;-63.8261624
1515;9;10;Novo Aripuanã;AM;-5.1140585;-60.3722416
1516;9;10;Olímpio Noronha;MG;-22.0671662;-45.2639628
1517;9;10;Bernardino de Campos;SP;-23.0228484;-49.4761154
1518;9;10;São Bernardo do Campo;SP;-23.6879181;-46.5559608
1519;9;10;Palestina do Pará;PA;-5.6932812;-48.1964542
1520;9;10;Itabira;MG;-19.6240693;-43.2247922
1521;9;10;Goiânia;GO;-16.6259212;-49.3013364
1522;9;10;Canoas;RS;-29.9069527;-51.2356337
1523;9;10;Salvador do Sul;RS;-29.435299;-51.5054593
1524;9;10;Salvador;BA;-12.9960119;-38.4815308
1525;9;10;Formigueiro;RS;-29.9993871;-53.5043759
1526;10;10;Rondonópolis;MT;-16.4529822;-54.6591835
1527;10;10;Divinópolis;MG;-20.1388148;-44.9084858
1528;10;10;Deodápolis;MS;-22.277105;-54.1665223
1529;10;10;Naviraí;MS;-23.0606145;-54.216089
1530;10;10;Novo Oriente;CE;-5.5359584;-40.7751353
1531;10;10;Nova Santa Rita;RS;-29.8433437;-51.26139
1532;10;10;Arcoverde;PE;-8.4164197;-37.0437046
1533;10;10;Santo André;SP;-23.6548528;-46.5392496
1534;10;10;Francisco Beltrão;PR;-26.0693723;-53.0719381
1535;10;10;Laranjal Paulista;SP;-23.047807;-47.8389929
1536;10;10;Nova Friburgo;RJ;-22.2585476;-42.4589919
1537;10;10;Alenquer;PA;-1.9534324;-54.742386
1538;10;10;Rio do Sul;SC;-27.2063031;-49.6315413
1539;10;10;Imperatriz;MA;-5.5297671;-47.4665143
1540;10;10;Serra;ES;-20.143093;-40.2899304
1541;10;10;Açailândia;MA;-4.9493499;-47.4911437
1542;11;10;Salvador;BA;-12.9685433;-38.4554987
1543;11;10;Poços de Caldas;MG;-21.7918001;-46.5498236
1544;11;10;Iguatemi;MS;-23.6952668;-54.5640426
1545;11;10;Aral Moreira;MS;-22.9529962;-55.6295232
1546;11;10;Sousa;PB;-6.7667576;-38.2352133
1547;11;10;Guaratuba;PR;-25.8743814;-48.5737299
1548;11;10;São Luís;MA;-2.5336356;-44.2777126
1549;11;10;Campo Grande;MS;-20.4501063;-54.6232462
1550;11;10;Sonora;MS;-17.5808364;-54.7540487
1551;11;10;Itaporã;MS;-22.0782459;-54.7978204
1552;11;10;Nova Prata;RS;-28.7623673;-51.6154588
1553;11;10;Paranaíba;MS;-19.6897434;-51.1782159
1554;11;10;Costa Rica;MS;-18.5548879;-53.1283159
1555;11;10;Belém;PA;-1.1034492;-48.3998513
1556;12;10;Naviraí;MS;-23.0658119;-54.211928
1557;12;10;Recursolândia;TO;-8.7355736;-47.2413422
1558;12;10;Costa Marques;RO;-12.4271533;-64.2308989
1559;12;10;Volta Redonda;RJ;-22.500943;-44.0928871
1560;12;10;Ponta Porã;MS;-22.5194236;-55.730681
1561;12;10;Angélica;MS;-22.1560927;-53.7664776
1562;12;10;Pedro Velho;RN;-6.4394556;-35.2206366
1563;12;10;Bauru;SP;-22.3146675;-49.0790493
1564;12;10;Tarabai;SP;-22.3037911;-51.5481159
1565;12;10;Armazém;SC;-28.2642966;-49.019886
1566;12;10;Santo André;SP;-23.6687246;-46.5292936
1567;12;10;Óbidos;PA;-1.8954481;-55.5152291
1568;12;10;Ijuí;RS;-28.3846603;-53.9177289
1569;12;10;Barcarena;PA;-1.5150027;-48.6201479
1570;12;10;Garanhuns;PE;-8.8767462;-36.4709842
1571;12;10;Jaguaruana;CE;-4.8370033;-37.7839097
1572;12;10;Machadinho D'Oeste;RO;-9.4232512;-62.0012504
1573;12;10;Iguatu;CE;-6.3504029;-39.3002875
1574;12;10;Manaus;AM;-3.0928551;-59.9856824
1575;12;10;Salvador;BA;-12.9333088;-38.4904986
1576;12;10;Aracaju;SE;-10.9024983;-37.0717651
1577;12;10;Cuiabá;MT;-15.5929127;-56.0954376
1578;12;10;Franco da Rocha;SP;-23.3261214;-46.7214969
1579;12;10;Guajará-Mirim;RO;-10.7633177;-65.3211222
1580;12;10;Presidente Prudente;SP;-22.1166054;-51.3929004
1581;12;10;Viseu;PA;-1.5942368;-46.1588723
1582;12;10;São Paulo;SP;-23.5214983;-46.7048533
1583;12;10;Catanduva;SP;-21.1248551;-48.9664448
1584;12;10;Porto Alegre;RS;-30.065335;-51.1889243
1585;12;10;Alvorada do Norte;GO;-14.4854543;-46.4914247
1586;12;10;Jequitinhonha;MG;-16.4374513;-41.007099
1587;12;10;Rio de Janeiro;RJ;-22.9159022;-43.6851117
1588;12;10;Tupaciguara;MG;-18.5941405;-48.6993043
1589;12;10;Rio Branco;AC;-9.9466754;-67.8154434
1590;12;10;Gurupá;PA;-1.4090013;-51.6480522
1591;12;10;Alenquer;PA;-1.956191;-54.7217454
1592;12;10;São Pedro da Aldeia;RJ;-22.8313775;-42.0959301
1593;12;10;Ananindeua;PA;-1.3773766;-48.3708867
1594;12;10;Mutuípe;BA;-13.226968;-39.5053503
1595;12;10;Marechal Cândido Rondon;PR;-24.5536044;-54.0630993
1596;13;10;Verdelândia;MG;-15.5885962;-43.6105395
1597;13;10;Araguatins;TO;-5.6518669;-48.1165307
1598;13;10;Massaranduba;SC;-26.6045185;-48.9900241
1599;13;10;Araguaína;TO;-7.1848991;-48.2158765
1600;13;10;União dos Palmares;AL;-9.1591025;-36.0238884
1601;13;10;Lorena;SP;-22.7234089;-45.1217931
1602;13;10;Tangará;RN;-6.1967395;-35.799439
1603;13;10;Brejo Grande do Araguaia;PA;-5.5831865;-48.2008556
1604;13;10;Santa Maria do Herval;RS;-29.5063368;-50.9714116
1605;13;10;Mondaí;SC;-27.0982343;-53.4000973
1606;13;10;Santarém;PA;-2.4441189;-54.6878184
1607;13;10;Coxim;MS;-18.5019197;-54.7570437
1608;13;10;Rio de Janeiro;RJ;-22.9053627;-43.6095201
1609;13;10;Bacabal;MA;-4.2164196;-44.7907266
1610;13;10;São Pedro da Aldeia;RJ;-22.8427866;-42.0589692
1611;13;10;Bataguassu;MS;-21.7118626;-52.4221346
1612;13;10;Guaraciaba;SC;-26.6004284;-53.5178017
1613;13;10;Manaus;AM;-3.0273256;-59.9264776
1614;13;10;Paraúna;GO;-16.953437;-50.4380505
1615;14;10;Guaíba;RS;-30.1105782;-51.3157957
1616;14;10;Ferraz de Vasconcelos;SP;-23.5386372;-46.3625107
1617;14;10;São Paulo;SP;-23.5456392;-46.4919827
1618;14;10;Novo Oriente do Piauí;PI;-6.4564232;-41.9321856
1619;14;10;Toritama;PE;-8.0094732;-36.0594131
1620;14;10;Guimarães;MA;-2.1292678;-44.6007018
1621;14;10;Arcoverde;PE;-8.4310993;-37.0661447
1622;14;10;Ananás;TO;-6.3740608;-48.0741619
1623;14;10;Sarandi;PR;-23.4547275;-51.8555759
1624;14;10;Salvador;BA;-12.8813046;-38.4276635
1625;14;10;Goiânia;GO;-16.6014826;-49.3186707
1626;14;10;Catuípe;RS;-28.254756;-54.0202865
1627;15;10;Pinhais;PR;-25.4380006;-49.1912828
1628;15;10;Caucaia;CE;-3.7322165;-38.6637064
1629;15;10;Schroeder;SC;-26.400563;-49.0637827
1630;15;10;Painel;SC;-27.9201595;-50.1024524
1631;15;10;Joinville;SC;-26.1715924;-48.9055921
1632;15;10;Castanhal;PA;-1.3170095;-47.8948671
1633;15;10;Nova Rosalândia;TO;-10.5708881;-48.911918
1634;15;10;Osasco;SP;-23.5832281;-46.8059382
1635;15;10;Goiânia;GO;-16.5941687;-49.3157019
1636;15;10;Campo Novo de Rondônia;RO;-10.5690048;-63.6223278
1637;15;10;Angélica;MS;-22.15648;-53.7669728
1638;15;10;Catalão;GO;-18.1629916;-47.9712016
1639;15;10;Ilha Solteira;SP;-20.4314975;-51.3316983
1640;15;10;Santana;AP;-0.0439759;-51.1606514
1641;15;10;Antônio Prado;RS;-28.8551838;-51.2911323
1642;15;10;São Miguel do Iguaçu;PR;-25.2522499;-54.2917695
1643;15;10;Porto Franco;MA;-6.3530927;-47.3795128
1644;15;10;Boa Esperança;MG;-21.0931711;-45.5618235
1645;15;10;Parintins;AM;-2.6357641;-56.7305627
1646;15;10;Manaus;AM;-3.0595579;-60.0379762
1647;15;10;Umuarama;PR;-23.7855797;-53.3144881
1648;15;10;Aratiba;RS;-27.426967;-52.2272485
1649;16;10;Bom Jardim de Goiás;GO;-16.1924564;-52.1738267
1650;16;10;Capela;AL;-9.410436;-36.0830054
1651;16;10;Bananeiras;PB;-6.7573387;-35.6328629
1652;16;10;Rio Branco;AC;-9.9851856;-67.8131983
1653;16;10;São Paulo das MissõEs;RS;-28.0007256;-54.9952981
1654;16;10;Boituva;SP;-23.2818226;-47.6705294
1655;16;10;Açu;RN;-5.5717042;-36.9095316
1656;16;10;José de Freitas;PI;-4.7472221;-42.5738584
1657;16;10;Terra Alta;PA;-1.0409686;-47.9089864
1658;16;10;São José de Mipibu;RN;-6.0736253;-35.236902
1659;16;10;Betim;MG;-19.948582;-44.100022
1660;16;10;Recife;PE;-8.0574065;-34.9318183
1661;17;10;Valença;RJ;-22.2487822;-43.7050331
1662;17;10;Gameleiras;MG;-15.0817957;-43.1194528
1663;17;10;Crato;CE;-7.2462094;-39.4234875
1664;17;10;Cubatão;SP;-23.8781456;-46.4178454
1665;17;10;São Gonçalo;RJ;-22.8320072;-43.06641
1666;17;10;Parobé;RS;-29.6386761;-50.8119476
1667;17;10;Jijoca de Jericoacoara;CE;-2.8982713;-40.4491255
1668;17;10;Volta Redonda;RJ;-22.607263;-44.0822483
1669;17;10;Imbituba;SC;-28.2802755;-48.7003926
1670;17;10;Piraí;RJ;-22.6319893;-43.9006956
1671;17;10;Canindé;CE;-4.3665185;-39.3307345
1672;17;10;Monte Alegre;PA;-1.9926682;-54.0635994
1673;17;10;São Paulo;SP;-23.6737023;-46.678421
1674;17;10;Ananindeua;PA;-1.3767711;-48.3698005
1675;18;10;Manaus;AM;-3.1090689;-60.0593965
1676;18;10;Ibatiba;ES;-20.2319903;-41.5107719
1677;18;10;São Paulo;SP;-23.6353808;-46.5976387
1678;18;10;Rio de Janeiro;RJ;-22.9360413;-43.2430104
1679;18;10;Salvador;BA;-12.9773364;-38.4909947
1680;18;10;Neópolis;SE;-10.3236001;-36.5828124
1681;18;10;Goiânia;GO;-16.5979575;-49.321013
1682;18;10;Jacinto Machado;SC;-29.0030371;-49.7665138
1683;19;10;Ajuricaba;RS;-28.2437352;-53.7728863
1684;19;10;Rio de Janeiro;RJ;-22.8587473;-43.2530765
1685;19;10;Parnaíba;PI;-2.9451043;-41.7288488
1686;19;10;Pouso Alegre;MG;-22.2785116;-45.9208532
1687;19;10;Ijuí;RS;-28.3823462;-53.9221598
1688;19;10;Porto Ferreira;SP;-21.8578029;-47.4889887
1689;19;10;Teresina;PI;-5.1390717;-42.7869752
1690;19;10;Manga;MG;-14.7544982;-43.9326912
1691;19;10;Salvador;BA;-12.8544186;-38.4741541
1692;19;10;Araguari;MG;-18.6363295;-48.1957125
1693;19;10;Rio Branco;AC;-9.9971933;-67.8275896
1694;19;10;Blumenau;SC;-26.8935879;-49.0759494
1695;19;10;Igaraçu do Tietê;SP;-22.5080475;-48.5536446
1696;19;10;Cravinhos;SP;-21.335173;-47.7294815
1697;19;10;Elesbão Veloso;PI;-6.2038879;-42.1371613
1698;19;10;Itabaianinha;SE;-11.2804818;-37.7874795
1699;20;10;Nova Iguaçu;RJ;-22.7603012;-43.4888698
1700;20;10;São Domingos;GO;-13.3981002;-46.3202086
1701;20;10;Bom Retiro;SC;-27.7609041;-49.4302534
1702;20;10;Itaquaquecetuba;SP;-23.4874725;-46.3399056
1703;20;10;Iguatu;CE;-6.3671435;-39.2924278
1704;20;10;Toropi;RS;-29.4743706;-54.2283781
1705;20;10;Caçu;GO;-18.5697862;-51.1456165
1706;20;10;Guamaré;RN;-5.2538383;-36.3576628
1707;20;10;Conceição do Jacuípe;BA;-12.3307037;-38.7678478
1708;20;10;Queimados;RJ;-22.7018002;-43.5479043
1709;20;10;Macarani;BA;-15.6599769;-40.4113092
1710;20;10;Rafael Fernandes;RN;-6.19546;-38.223921
1711;20;10;Itapevi;SP;-23.5493584;-46.9614611
1712;20;10;Salvador;BA;-12.8546894;-38.4743159
1713;20;10;Açailândia;MA;-4.9500132;-47.5050163
1714;20;10;Santo Antônio da Platina;PR;-23.4131858;-49.9796678
1715;20;10;Belém;PA;-1.3703119;-48.4613167
1716;20;10;Baliza;GO;-16.1921384;-52.5495183
1717;20;10;Vila Lângaro;RS;-28.1081875;-52.1432577
1718;20;10;Campinaçu;GO;-13.7852828;-48.5678232
1719;21;10;Senhora dos Remédios;MG;-20.9877883;-43.6772914
1720;21;10;Silves;AM;-2.8359175;-58.2123285
1721;21;10;Araucária;PR;-25.5407119;-49.3957035
1722;22;10;Itaara;RS;-29.5851102;-53.7678076
1723;22;10;Canoas;RS;-29.8870911;-51.1342071
1724;22;10;Mogi Mirim;SP;-22.4268152;-46.9639294
1725;22;10;Santana do Itararé;PR;-23.7623975;-49.6308097
1726;22;10;Novo Hamburgo;RS;-29.6792813;-51.1663499
1727;23;10;Campo Novo de Rondônia;RO;-10.5736375;-63.6140672
1728;23;10;Paraíso do Tocantins;TO;-10.1983937;-48.896989
1729;23;10;Praia Grande;SP;-24.0272412;-46.4929899
1730;23;10;Cruzeiro do Sul;AC;-7.6107686;-72.6718623
1731;23;10;Icó;CE;-6.4068797;-38.8511343
1732;23;10;Blumenau;SC;-26.8784364;-49.0778651
1733;23;10;Mogi Mirim;SP;-22.4151043;-46.958297
1734;24;10;Iporá;GO;-16.4422719;-51.1251098
1735;24;10;Porto Alegre;RS;-30.0242557;-51.2003912
1736;24;10;Medianeira;PR;-25.2811322;-54.0808138
1737;24;10;Goiânia;GO;-16.6677146;-49.2950192
1738;24;10;Fortaleza;CE;-3.7542018;-38.6031049
1739;24;10;Salto;SP;-23.1971918;-47.2933934
1740;24;10;Niterói;RJ;-22.9085739;-43.1051286
1741;25;10;Lajeado;RS;-29.4611981;-52.0196979
1742;25;10;Ipueiras;CE;-4.5352845;-40.7116366
1743;25;10;Goiânia;GO;-16.600879;-49.3259964
1744;25;10;Rio de Janeiro;RJ;-22.9957334;-43.2415027
1745;25;10;Triunfo;RS;-29.9408816;-51.7147723
1746;26;10;Ipatinga;MG;-19.5068566;-42.5491863
1747;26;10;Santa Inês;BA;-13.2871516;-39.8144401
1748;26;10;Nova Olinda;CE;-7.0880636;-39.680555
1749;27;10;Ilha Comprida;SP;-24.7242416;-47.554483
1750;27;10;Mairinque;SP;-23.5401024;-47.1843291
1751;27;10;Torre de Pedra;SP;-23.2451802;-48.1944351
1752;27;10;Manaus;AM;-3.058888;-60.0318523
1753;27;10;Volta Redonda;RJ;-22.4958913;-44.0480196
1754;28;10;Hortolândia;SP;-22.8637087;-47.1605376
1755;28;10;Campo Magro;PR;-25.3769226;-49.3911366
1756;28;10;Aracruz;ES;-19.812607;-40.2801058
1757;28;10;Vitória de Santo Antão;PE;-8.124323;-35.3011416
1758;28;10;Curitiba;PR;-25.4010571;-49.3254293
1759;28;10;Resende;RJ;-22.4548273;-44.4293476
1760;29;10;Santo Amaro da Imperatriz;SC;-27.6755164;-48.7761476
1761;29;10;Goiânia;GO;-16.7232157;-49.3083546
1762;29;10;Turmalina;MG;-17.2889998;-42.7294889
1763;29;10;Salvador;BA;-12.9454068;-38.3627653
1764;29;10;Belo Horizonte;MG;-19.9227294;-44.0021677
1765;29;10;Mirandópolis;SP;-21.1306485;-51.0968746
1766;30;10;Lima Duarte;MG;-21.8412123;-43.7946243
1767;30;10;Niterói;RJ;-22.9013527;-43.0772881
1768;30;10;Faxinal dos Guedes;SC;-26.8488697;-52.2646191
1769;30;10;Timóteo;MG;-19.5385542;-42.647389
1770;30;10;Miguel Alves;PI;-4.1800995;-42.8948916
1771;30;10;Arapiraca;AL;-9.7496851;-36.662915
1772;30;10;Fortaleza;CE;-3.7661511;-38.5788064
1773;30;10;Duque de Caxias;RJ;-22.6310248;-43.246079
1774;30;10;Dom Pedrito;RS;-30.9916601;-54.6712162
1775;30;10;Recife;PE;-8.081393;-34.9468253
1776;30;10;Macapá;AP;0.0250802;-51.0900873
1777;30;10;Blumenau;SC;-26.8946476;-49.0739241
1778;30;10;São Paulo;SP;-23.679307;-46.7046467
1779;31;10;Santa Cruz do Sul;RS;-29.6876179;-52.4507352
1780;31;10;Ipameri;GO;-17.7112383;-48.147484
1781;31;10;Garibaldi;RS;-29.2542356;-51.5335413
1782;31;10;Rolante;RS;-29.657037;-50.5733041
1783;31;10;Itaipulândia;PR;-25.1552702;-54.279312
1784;31;10;Penaforte;CE;-7.8286107;-39.0717678
1785;31;10;Barcarena;PA;-1.5241643;-48.7072583
1786;15;11;Guajará-Mirim;RO;-10.7737753;-65.3262254
1787;15;11;São José dos Campos;SP;-22.919078;-45.9669003
1788;15;11;Chapadinha;MA;-3.7404454;-43.3566389
1789;15;11;Bom Conselho;PE;-9.1633501;-36.677809
1790;15;11;Arroio Trinta;SC;-26.9297787;-51.3314997
1791;15;11;Nova Petrópolis;RS;-29.3647303;-51.0922822
1792;15;11;Santo Antônio do Tauá;PA;-1.0248766;-48.2430311
1793;15;11;Cambuci;RJ;-21.4197314;-41.8185839
1794;15;11;Niterói;RJ;-22.896399;-43.1211264
1795;15;11;Lajedão;BA;-17.6126656;-40.3447157
1796;15;11;São Lourenço;MG;-22.1174601;-45.0594513
1797;15;11;Jauru;MT;-15.3440056;-58.867224
1798;15;11;Vigia;PA;-0.8531115;-48.1423002
1799;15;11;Maringá;PR;-23.4237968;-51.9385739
1800;15;11;Colares;PA;-0.9334089;-48.2826927
1801;15;11;Araranguá;SC;-28.9370133;-49.4840186
1802;15;11;Butiá;RS;-30.1160567;-51.9720842
1803;15;11;Ipiranga;PR;-25.0263774;-50.5829724
1804;15;11;Castanhal;PA;-1.290288;-47.9317436
1805;15;11;Marquinho;PR;-25.112631;-52.2592622
1806;15;11;Joaçaba;SC;-27.1726648;-51.5029198
1807;15;11;Marianópolis do Tocantins;TO;-9.7976857;-49.648513
1808;15;11;Erechim;RS;-27.637372;-52.2673862
1809;15;11;Jaboti;PR;-23.7425122;-50.074836
1810;15;11;Belmonte;BA;-15.8579778;-38.8796931
1811;15;11;Monte Santo;BA;-10.440262;-39.3318325
1812;15;11;Frederico Westphalen;RS;-27.3624811;-53.4033736
1813;15;11;Curitiba;PR;-25.4319505;-49.2737397
1814;15;11;Chopinzinho;PR;-25.8559552;-52.5288871
1815;15;11;Luís Domingues;MA;-1.3302231;-45.8990503
1816;15;11;Nova Cruz;RN;-6.4758665;-35.4381168
1817;15;11;Marabá;PA;-5.352134;-49.141795
1818;15;11;Cuiabá;MT;-15.6100602;-56.102627
1819;15;11;Baliza;GO;-16.1965406;-52.5420087
1820;15;11;Joinville;SC;-26.2944055;-48.8806295
1821;15;11;Candiba;BA;-14.4106262;-42.8658242
1822;15;11;Tapera;RS;-28.6206842;-52.8710528
1823;15;11;Cipó;BA;-11.1029954;-38.5165671
1824;15;11;Ruy Barbosa;BA;-12.2244441;-40.8033641
1825;15;11;Porto Alegre;RS;-30.1204465;-51.2535413
1826;15;11;Guarapuava;PR;-25.3735912;-51.4441687
1827;15;11;Monsenhor Hipólito;PI;-6.9957582;-41.0309976
1828;15;11;Conde;BA;-11.8137911;-37.6113106
1829;15;11;Novo Oriente do Piauí;PI;-6.4503578;-41.9278296
1830;15;11;Blumenau;SC;-26.9197104;-49.065374
1831;15;11;Triunfo;RS;-29.9453796;-51.7192199
1832;15;11;Piracicaba;SP;-22.7284766;-47.644617
1833;15;11;Fortaleza;CE;-3.769241;-38.5550299
